,s3_path,label
32,s3://ladi/Images/FEMA_CAP/9074/613608/DSC_1975_06bc734b-dc9e-4fc5-8eab-4cbdc1747aed.jpg,True
33,s3://ladi/Images/FEMA_CAP/9073/613884/DSC_8409_45bf54bf-e05e-40d1-b972-847149fb5294.jpg,True
34,s3://ladi/Images/FEMA_CAP/9073/613824/DSC_1400_8e57fe35-544b-4e0d-86dc-5e722f5c9106.jpg,True
35,s3://ladi/Images/FEMA_CAP/9073/613829/DSC_0143_02b5df0f-a162-4c37-94ea-1ca1f1981aac.jpg,True
36,s3://ladi/Images/FEMA_CAP/9075/614104/A0084_AP_f0859828-720f-4e9b-af9e-354b7f6647e8.jpg,True
37,s3://ladi/Images/FEMA_CAP/9099/615192/-041_7b8e170f-9011-48a2-b619-7bb70293c32f.jpg,True
38,s3://ladi/Images/FEMA_CAP/9075/614043/A0083_AP_5cf8fab4-99c7-48bd-bb7e-2c3d18b2515a.jpg,True
39,s3://ladi/Images/FEMA_CAP/9074/613876/DSC_2855_d81e4ee5-708f-4246-aa9c-daa810409a76.jpg,True
40,s3://ladi/Images/FEMA_CAP/9073/613547/DSC_3570_4dd70dbe-b78f-4799-b4d5-618633ffe4e2.jpg,True
41,s3://ladi/Images/FEMA_CAP/9073/613574/A67_0023_1c9678f0-a0bd-4c67-a7f7-b1f76075933d.jpg,True
42,s3://ladi/Images/FEMA_CAP/9073/613887/DSC_2327_2509a74d-8a2f-4db6-90c7-d57850d01e49.jpg,True
43,s3://ladi/Images/FEMA_CAP/9073/613928/DSC_2036_0ea9c805-28aa-484c-b83b-77ad99707529.jpg,True
44,s3://ladi/Images/FEMA_CAP/9073/613555/DSC_0155_8527fbb0-4518-4f8a-abe5-444aea21e6b1.jpg,True
45,s3://ladi/Images/FEMA_CAP/9073/613939/DSC_0526_3e5bc9d6-a0f5-4c70-97cb-8364856d6164.jpg,True
46,s3://ladi/Images/FEMA_CAP/5/231185/DSC_0039_ed0a14ab-75e5-448c-93a1-e5a04db0047e.jpg,True
47,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_0615_90dbcc8a-8559-4bf7-8f02-1fd8e826222a.jpg,True
48,s3://ladi/Images/FEMA_CAP/9074/613883/DSC_0892_248e6959-b53e-4809-ab07-d5852fb8b4a6.jpg,True
49,s3://ladi/Images/FEMA_CAP/9073/613829/DSC_0853_716c1af9-e95f-4b29-87fc-045f5f4a1830.jpg,True
50,s3://ladi/Images/FEMA_CAP/9075/614113/A0116_AP_b8bd0439-97fd-4bac-8914-9b3178c5c5c6.jpg,True
51,s3://ladi/Images/FEMA_CAP/9074/613732/DSC_0665_1d3a5d0f-2386-40f2-9e25-7dcee07b0d8f.jpg,True
52,s3://ladi/Images/FEMA_CAP/9074/613748/DSC_2144_4809beb1-1fb2-44c8-9d0a-876d6db0acfa.jpg,True
53,s3://ladi/Images/FEMA_CAP/9075/614146/A0050_AP_7bc3688d-02ee-4d2d-9d05-bda8a50084a5.jpg,True
54,s3://ladi/Images/FEMA_CAP/9075/614098/A0015_AP_51adf70f-5c43-4b14-80a9-afdc64893184.jpg,True
55,s3://ladi/Images/FEMA_CAP/9074/613925/DSC_2237_8e9c505c-a2ea-4d8c-9473-01a43f531a62.jpg,True
56,s3://ladi/Images/FEMA_CAP/9073/613937/DSC_2052_fb1974f4-c3e2-457f-8117-4a97f22ada6a.jpg,True
57,s3://ladi/Images/FEMA_CAP/3043/291670/DSC_0099_bfb7defd-84c1-4f90-8319-26a346cff541.jpg,True
58,s3://ladi/Images/FEMA_CAP/9073/613901/DSC_7834_68ac925e-5ccf-47ee-b403-fd642adadc95.jpg,True
59,s3://ladi/Images/FEMA_CAP/9073/613556/DSC_0530_ceb4339b-e092-45a0-9186-0cdb0fff0f32.jpg,True
60,s3://ladi/Images/FEMA_CAP/9074/613925/DSC_2119_0cc4f271-a8e7-48f3-a3e5-b3a1eb091f62.jpg,True
61,s3://ladi/Images/FEMA_CAP/9074/613727/DSC_0218_c449cace-1654-471f-a3d4-b6e62dc6cd15.jpg,True
62,s3://ladi/Images/FEMA_CAP/9074/613741/DSC_3844_ad307ae1-1a29-427b-9ba9-a01e96605521.jpg,True
63,s3://ladi/Images/FEMA_CAP/9073/613939/DSC_0545_ff107c4c-0d3c-4240-9d66-689d211b35de.jpg,True
64,s3://ladi/Images/FEMA_CAP/9073/613898/DSC_3917_14321291-17e8-4682-b1e2-b3adbdfa59f0.jpg,True
65,s3://ladi/Images/FEMA_CAP/9107/616211/DSC_1382_08b99e5a-b97c-4c03-b18f-59b5686a5f10.jpg,True
66,s3://ladi/Images/FEMA_CAP/9073/613941/DSC_3851_198b1d8b-6e02-4cfc-b4bc-2bc7cd2a7063.jpg,True
67,s3://ladi/Images/FEMA_CAP/9073/613829/DSC_0828_5c8b6e34-0e5b-4fd4-9784-1d76ec229392.jpg,True
68,s3://ladi/Images/FEMA_CAP/9074/613795/DSC_7013_13710b0d-c1a9-420c-8510-c1d8a1ec8f01.jpg,True
69,s3://ladi/Images/FEMA_CAP/3045/291518/DSC_0982_516d9796-b4f0-4975-aa37-522740a6d8de.jpg,True
70,s3://ladi/Images/FEMA_CAP/9073/613538/DSC_0609_7e36827a-17b8-4738-9a95-d3ed9aedfae7.jpg,True
71,s3://ladi/Images/FEMA_CAP/3045/291543/DSC_3485_87ebfed6-6cbb-4ccc-b85a-776ecb6c64d1.jpg,True
72,s3://ladi/Images/FEMA_CAP/9074/613774/DSC_3706_d0eea025-0aa6-4e8d-a116-f83c61123ad2.jpg,True
73,s3://ladi/Images/FEMA_CAP/5/615862/DSC_7970_5e990d47-8a05-4dc6-963d-dc6824c8fcf9.jpg,True
74,s3://ladi/Images/FEMA_CAP/9096/615026/DSC_0666_eccb76c3-1c4a-4cff-b58a-6f0048d8956d.jpg,True
75,s3://ladi/Images/FEMA_CAP/9073/613829/DSC_0672_40d73098-80f6-4ced-9c80-c7274574843b.jpg,True
76,s3://ladi/Images/FEMA_CAP/9075/614113/A0116_AP_33341d96-a585-4687-9423-5a3d7d21360c.jpg,True
77,s3://ladi/Images/FEMA_CAP/9073/613904/CAP_2750_0e72b06a-3fb1-4e2b-a593-6cab7c5e5e66.jpg,True
78,s3://ladi/Images/FEMA_CAP/3042/291505/DSC_2113_a09cd16d-f078-448b-8280-8be77c0a2f09.jpg,True
79,s3://ladi/Images/FEMA_CAP/9073/613934/010_9550_3f652bd5-31d7-40ea-b573-889c8a308d24.jpg,True
80,s3://ladi/Images/FEMA_CAP/3042/291547/DSC_2187_c0ef361f-d3c2-4c25-ac42-f57822c23af1.jpg,True
81,s3://ladi/Images/FEMA_CAP/9074/613810/DSC_2415_193073a4-ac4d-4b3d-b7b9-e28b54b62bb6.jpg,True
82,s3://ladi/Images/FEMA_CAP/9099/615191/DSC_4066_9d90dfef-44c3-4b85-879d-d9f712d9a0ec.jpg,True
83,s3://ladi/Images/FEMA_CAP/3043/291585/DSC_0058_b483337e-b754-4d22-955c-ed3339172f13.jpg,True
84,s3://ladi/Images/FEMA_CAP/9074/613741/DSC_3826_6569f495-ae65-40d6-8264-f3b98183ca82.jpg,True
85,s3://ladi/Images/FEMA_CAP/9099/615226/020_2fbfc530-32fc-4208-a2a5-6e1f6564c6d8.jpg,True
86,s3://ladi/Images/FEMA_CAP/3045/291506/DSC_0482_af95279c-b6de-412f-ab78-571c6809b409.jpg,True
87,s3://ladi/Images/FEMA_CAP/9073/613829/DSC_8410_7a097459-fad8-47cc-9567-cb536339220d.jpg,True
88,s3://ladi/Images/FEMA_CAP/9073/613547/DSC_3389_7f29f60a-4f18-4150-8df1-a1ccb082a073.jpg,True
89,s3://ladi/Images/FEMA_CAP/9074/613883/DSC_0737_4a0fcc1e-7c0b-4715-a966-030778bde727.jpg,True
90,s3://ladi/Images/FEMA_CAP/9073/613544/DSC_0349_275b566d-79e1-4ed7-a5a8-2ac4c1ff4e12.jpg,True
91,s3://ladi/Images/FEMA_CAP/5/614905/CAP_0659_cdf11952-9f2a-40ae-bc6d-a3ebe22de42b.jpg,True
92,s3://ladi/Images/FEMA_CAP/9073/613827/DSC_9406_9b7d5fac-b5ef-48ea-a19f-8d1925f8192c.jpg,True
93,s3://ladi/Images/FEMA_CAP/3042/291505/DSC_1957_ff6ce50a-a176-4f21-8af3-71d774d2cdc4.jpg,True
94,s3://ladi/Images/FEMA_CAP/9073/613547/DSC_1681_e58531d4-8b1f-490c-8e5a-59da51c2dcb0.jpg,True
95,s3://ladi/Images/FEMA_CAP/9075/614079/A0022_AP_26d32b80-49bc-48a1-a8bc-0ac6e803a268.jpg,True
96,s3://ladi/Images/FEMA_CAP/9073/613542/DSC_0776_d1ce5b17-46bd-4c9f-99ce-b1b415689898.jpg,True
97,s3://ladi/Images/FEMA_CAP/9073/613822/_CAP1061_86068330-68d1-482a-a368-21b24b0a5d0b.jpg,True
98,s3://ladi/Images/FEMA_CAP/9073/613824/DSC_1856_119b11ef-a1fe-4ffc-ab66-169cef8e4389.jpg,True
99,s3://ladi/Images/FEMA_CAP/9073/613550/DSC_1076_77538b44-b8a1-4762-8ec3-bbe3471ef1cc.jpg,True
100,s3://ladi/Images/FEMA_CAP/5/573511/DSC_5574_88942c58-8446-4adf-87a9-148ee46e4680.jpg,True
101,s3://ladi/Images/FEMA_CAP/9073/613828/020_4421_478506c4-6b68-48d4-9663-fa03a605e565.jpg,True
102,s3://ladi/Images/FEMA_CAP/3045/291582/DSC_2899_97180a4a-98f0-4204-aba7-5f6e7f0b0622.jpg,True
103,s3://ladi/Images/FEMA_CAP/5/613742/DSC_6026_bbb3ee8f-d4bf-4aaa-b490-d24e8bbac9f2.jpg,True
104,s3://ladi/Images/FEMA_CAP/9073/613898/DSC_4840_616ed205-04e6-429a-9c6a-85c48903fee3.jpg,True
105,s3://ladi/Images/FEMA_CAP/9073/613829/DSC_0554_28bfda2a-8105-4c57-a747-a45f11f7ea41.jpg,True
106,s3://ladi/Images/FEMA_CAP/9075/614130/A0029_AP_944aa5e6-1668-4765-be76-31c302c959dc.jpg,True
107,s3://ladi/Images/FEMA_CAP/3043/291636/DSC_0108_fb174da3-dbff-4008-a319-e89379191e66.jpg,True
108,s3://ladi/Images/FEMA_CAP/9113/615622/DSC_0413_6ec39252-f011-40ec-8c68-b5ea2d0675d7.jpg,True
109,s3://ladi/Images/FEMA_CAP/1013/20187/DSC_0216_a228e221-2b3a-4904-a683-2cf913d95a51.jpg,True
110,s3://ladi/Images/FEMA_CAP/3045/291508/DSC_1803_8a0c97ce-53e6-491e-8084-c80777d89c7a.jpg,True
111,s3://ladi/Images/FEMA_CAP/9074/613911/DSC_2647_6fc49d6e-1ec4-45bd-9d29-c5f623d7af46.jpg,True
112,s3://ladi/Images/FEMA_CAP/3042/291505/DSC_1515_908bf481-627b-43e0-b3c3-1284b8b0589c.jpg,True
113,s3://ladi/Images/FEMA_CAP/9073/613899/DSC_6001_ff517d62-ce8d-4c58-b673-52130ebcab57.jpg,True
114,s3://ladi/Images/FEMA_CAP/3047/291537/DSC_0029_5a952dae-ed32-4fb7-a445-d632d1d8456a.jpg,True
115,s3://ladi/Images/FEMA_CAP/9073/613946/DSC_4699_af04f845-8548-4736-b1f4-9e1fd3a36acd.jpg,True
116,s3://ladi/Images/FEMA_CAP/9074/613846/newfile0_dd65833e-5b40-4f2a-b14d-947680227abc.jpg,True
117,s3://ladi/Images/FEMA_CAP/3045/291580/DSC_0313_3826fd96-a8a5-48ee-a9d8-acf7f12d8716.jpg,True
118,s3://ladi/Images/FEMA_CAP/9075/614044/A0153_AP_66685b4f-cb93-404c-b1e7-a0773e247503.jpg,True
119,s3://ladi/Images/FEMA_CAP/9073/613547/DSC_1075_8a22714a-a71d-4a6e-894c-def8a776a7fd.jpg,True
120,s3://ladi/Images/FEMA_CAP/9073/613943/DSC_2627_a8182553-d315-4727-9fb8-9bccab36c5db.jpg,True
121,s3://ladi/Images/FEMA_CAP/9073/613947/DSC_3607_a7757a2d-97b3-452e-a84a-9aa941c94f0b.jpg,True
122,s3://ladi/Images/FEMA_CAP/9073/613934/010_9222_0def31fb-7f07-457c-b41f-ca1570aa6dcb.jpg,True
123,s3://ladi/Images/FEMA_CAP/9073/613547/DSC_1682_29acd36c-1048-449c-8ff8-354ea0d2269c.jpg,True
124,s3://ladi/Images/FEMA_CAP/9073/613904/CAP_2442_ae634718-9359-488d-910a-0e968db7bced.jpg,True
125,s3://ladi/Images/FEMA_CAP/9075/614120/A0119_AP_b902a71d-d347-44b0-986d-20c27088ecb1.jpg,True
126,s3://ladi/Images/FEMA_CAP/9075/614064/A0008_AP_0a242c2f-eadc-4657-b895-af8a3358092e.jpg,True
127,s3://ladi/Images/FEMA_CAP/9073/613947/DSC_2965_e1de21fe-f41e-434a-a0cb-a80b25c9c4c6.jpg,True
128,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_2023_34b793e0-7e9c-4e74-ab1d-8f1bd4c8bbcc.jpg,True
129,s3://ladi/Images/FEMA_CAP/9073/613531/DSC_3074_bd4821e6-e236-4358-997f-254ce9f5af03.jpg,True
130,s3://ladi/Images/FEMA_CAP/3042/291501/DSC_0189_91bd0b50-4574-43dd-9f4a-dc2a59344b52.jpg,True
131,s3://ladi/Images/FEMA_CAP/3045/291551/DSC_3799_72f2ecfc-1439-4757-9bbf-abcd25e88b1f.jpg,True
132,s3://ladi/Images/FEMA_CAP/1013/20186/CAP_2020_ec901820-fa08-4bfe-b393-ffce3b60b3cd.jpg,True
133,s3://ladi/Images/FEMA_CAP/9074/613734/ALW_3675_7cfa7a61-c293-46cc-a8a3-37318095c146.jpg,True
134,s3://ladi/Images/FEMA_CAP/9073/613819/_CAP3214_9ec37855-0a64-46a5-bd4d-25d366c13e58.jpg,True
135,s3://ladi/Images/FEMA_CAP/3045/291576/DSC_0866_2ce5f21f-1002-48ce-9b07-0b64a98b42b6.jpg,True
136,s3://ladi/Images/FEMA_CAP/9073/613900/DSC_5742_1ad8d2af-180f-488c-8e79-d17e95608661.jpg,True
137,s3://ladi/Images/FEMA_CAP/9074/613788/DSC_0268_9266fee8-eba0-4e97-ba10-9edfe584f3fa.jpg,True
138,s3://ladi/Images/FEMA_CAP/9073/613948/DSC_2977_36b8b94d-c191-4610-ac2c-6aff044ed251.jpg,True
139,s3://ladi/Images/FEMA_CAP/9073/613944/020_9174_29e58660-e9f1-4fd2-8929-8c2f55a36b92.jpg,True
140,s3://ladi/Images/FEMA_CAP/5/211041/Fire_Hou_e3130cac-d216-4654-8295-301603c3952f.jpg,True
141,s3://ladi/Images/FEMA_CAP/3045/291576/DSC_0778_a04d05d1-238c-425f-8987-bdf73e5ef8ee.jpg,True
142,s3://ladi/Images/FEMA_CAP/9073/613547/DSC_1656_9acf7e5f-940b-46de-93fb-804f8ab3bfa4.jpg,True
143,s3://ladi/Images/FEMA_CAP/9073/613894/DSC_4961_4743b68c-0ec3-4fb8-97dd-f6616c21fc11.jpg,True
144,s3://ladi/Images/FEMA_CAP/9096/615050/DSC_3646_52c1c748-83e1-4164-b014-0ac593c44476.jpg,True
145,s3://ladi/Images/FEMA_CAP/9073/613822/_CAP0871_d6c6a1bc-4783-47ac-a8f4-caee77e10acf.jpg,True
146,s3://ladi/Images/FEMA_CAP/9073/613895/DSC_2861_970d8d3c-62b4-4078-a326-c012acdb6eb1.jpg,True
147,s3://ladi/Images/FEMA_CAP/3045/291518/DSC_0794_360ff2a1-59c5-4350-a036-7e5a01eedc13.jpg,True
148,s3://ladi/Images/FEMA_CAP/3042/291499/DSC_0433_f7ce4632-6bed-4b49-bf95-e54174c9f0fe.jpg,True
149,s3://ladi/Images/FEMA_CAP/9074/613769/DSC_6604_b30c1d7b-43a6-4cdd-9d01-5c0807ca4557.jpg,True
150,s3://ladi/Images/FEMA_CAP/9073/613823/DSC_7698_fb30792a-b001-4798-a009-589bcbdcd5cf.jpg,True
151,s3://ladi/Images/FEMA_CAP/9096/615054/DSC_7353_ec3a9888-5f94-4eb7-937f-545719a3d2ec.jpg,True
152,s3://ladi/Images/FEMA_CAP/9075/614110/A0068_AP_88e18d5c-2e35-4c00-9864-f7251f809d6a.jpg,True
153,s3://ladi/Images/FEMA_CAP/9075/614016/A0034APC_af2e2fa8-993d-4c54-9f14-fae32eebf762.jpg,True
154,s3://ladi/Images/FEMA_CAP/9073/613645/DSC_0381_94f3bba1-7c33-40f2-8256-ee4734da7267.jpg,True
155,s3://ladi/Images/FEMA_CAP/9074/613744/DSC_0698_30f13cc1-13db-422c-9528-2dcd1eb7cd46.jpg,True
156,s3://ladi/Images/FEMA_CAP/9075/614053/A0144_AP_0c391d44-69ba-41bb-922e-d85b3af87197.jpg,True
157,s3://ladi/Images/FEMA_CAP/9073/613887/DSC_3812_d12eaf16-9bd6-4bdb-b8ac-afdd90a9cbbd.jpg,True
158,s3://ladi/Images/FEMA_CAP/9073/613547/DSC_1820_6dcdc34a-aa9b-482b-9fd6-d5780dedf168.jpg,True
159,s3://ladi/Images/FEMA_CAP/9073/613944/020_9211_efba11c1-a7a0-44ed-b5b9-82f2e1b12b58.jpg,True
160,s3://ladi/Images/FEMA_CAP/5/583534/DSC_5711_6dd7c991-87b4-4275-ba36-e9566a0c0fa8.jpg,True
161,s3://ladi/Images/FEMA_CAP/9099/615236/DSC_5878_e4e84b82-b887-4800-aa51-13431d7310d7.jpg,True
162,s3://ladi/Images/FEMA_CAP/9074/613744/DSC_0639_dadb56f4-ea88-414e-bbd6-ce1baca6c7bb.jpg,True
163,s3://ladi/Images/FEMA_CAP/9073/613892/020_0294_8d80dcd1-3ae0-4157-8f39-2afa349b38be.jpg,True
164,s3://ladi/Images/FEMA_CAP/9099/615193/DSC_3762_1819063a-6124-4338-be6e-5f6414b1997a.jpg,True
165,s3://ladi/Images/FEMA_CAP/9075/614113/A0116_AP_d9956997-357d-4212-99c1-92b2ee76980e.jpg,True
166,s3://ladi/Images/FEMA_CAP/9075/614030/A0101_AP_2d7fbbee-6b12-4c6e-940e-26847b8f5932.jpg,True
167,s3://ladi/Images/FEMA_CAP/9073/613543/DSC_0927_afeb73c6-f09d-4f34-9a14-5a156b6bccda.jpg,True
168,s3://ladi/Images/FEMA_CAP/9073/613828/020_3193_1925fbb2-4a78-40ae-a00a-d9d2d23c7a76.jpg,True
169,s3://ladi/Images/FEMA_CAP/9073/613829/DSC_9707_177d7d39-03bb-419e-85ef-723bb8cbef94.jpg,True
170,s3://ladi/Images/FEMA_CAP/9157/616220/DSC_8275_9b10701d-5667-46c2-8a33-f53d789a4d63.jpg,True
171,s3://ladi/Images/FEMA_CAP/1013/20211/DSC_1106_f43eee7f-5836-49c0-9540-8dd5ce4565de.jpg,True
172,s3://ladi/Images/FEMA_CAP/9073/613938/DSC_0022_09100e4f-3b13-4657-9f67-0b10f4bbbfe3.jpg,True
173,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_1742_d70bad8a-0574-4859-b61b-13486ed5372d.jpg,True
174,s3://ladi/Images/FEMA_CAP/3041/241283/DSC_9404_9365f0f2-3762-4dc8-81e3-28871e72489e.jpg,True
175,s3://ladi/Images/FEMA_CAP/9073/613828/020_4448_0adc3be5-2791-4b69-99a6-b4d67c9b940d.jpg,True
176,s3://ladi/Images/FEMA_CAP/9073/613947/DSC_3971_7816e47e-b568-49f5-a438-e89a003760ad.jpg,True
177,s3://ladi/Images/FEMA_CAP/9074/613786/DSC_062_4fabe76a-6046-46e8-915e-303eb70b1fd3.jpg,True
178,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_0965_f7e71653-d085-46c6-aa47-4488d31ac3cf.jpg,True
179,s3://ladi/Images/FEMA_CAP/3042/291499/DSC_0309_51283f74-13bc-49d7-bba2-87684bfaf7c5.jpg,True
180,s3://ladi/Images/FEMA_CAP/5/180802/VIRB0479_d235a992-6c0d-4800-a036-a2642d7e82e9.jpg,True
181,s3://ladi/Images/FEMA_CAP/9150/616073/DSC_3859_e3922483-90a8-405b-aeb1-3de83d2c6f1b.jpg,True
182,s3://ladi/Images/FEMA_CAP/3043/291569/DSC_0073_80671381-678b-4e49-8d71-24b70d5081e5.jpg,True
183,s3://ladi/Images/FEMA_CAP/9073/613899/DSC_3633_0d00cb1d-65b8-44e2-8c3b-3b77add42870.jpg,True
184,s3://ladi/Images/FEMA_CAP/9075/614003/A0027V01_3e2bb351-d6c0-4ea9-b14d-27981c33f53f.jpg,True
185,s3://ladi/Images/FEMA_CAP/5/614224/DSC_8112_f912698d-5428-41c1-bcb3-3dceb91cc21f.jpg,True
186,s3://ladi/Images/FEMA_CAP/1013/20148/DSC_0044_06f30ac3-e4e9-4789-b08a-262c2f3a26c1.jpg,True
187,s3://ladi/Images/FEMA_CAP/9073/613828/020_3243_3cbf71e9-f649-4a12-92a5-5072cdca866f.jpg,True
188,s3://ladi/Images/FEMA_CAP/9073/613884/DSC_8789_83301d6d-6bd6-4ec6-bc6d-ae503f5462d1.jpg,True
189,s3://ladi/Images/FEMA_CAP/9074/613752/DSC_6218_c29a87d4-f9cd-42ce-8e2b-f1f1c37e75af.jpg,True
190,s3://ladi/Images/FEMA_CAP/9074/613727/DSC_0366_ad7fe187-4bae-4724-b043-45da2f922102.jpg,True
191,s3://ladi/Images/FEMA_CAP/9075/614127/A0030_AP_cd9b506e-3e91-495c-bf28-0a01d468e6a2.jpg,True
192,s3://ladi/Images/FEMA_CAP/9073/613928/DSC_0358_5ac3d1d1-01d2-4f9f-9dee-717cbd8f18fd.jpg,True
193,s3://ladi/Images/FEMA_CAP/3043/291528/DSC_1777_a84ee4d8-5856-4a68-ba3f-13ab3dbe6385.jpg,True
194,s3://ladi/Images/FEMA_CAP/9075/614056/A0113_AP_6c177555-6e44-48ab-8b9e-aa2b3e550ead.jpg,True
195,s3://ladi/Images/FEMA_CAP/3045/291506/DSC_0259_cb635da3-f251-4a27-9562-42bccc5cefe6.jpg,True
196,s3://ladi/Images/FEMA_CAP/9074/613883/DSC_1028_32ad6505-50d2-4b9e-ba7e-32790c685f4a.jpg,True
197,s3://ladi/Images/FEMA_CAP/5/200867/Mission1_3383d693-980b-4930-a76d-b5326c59b78e.jpg,True
198,s3://ladi/Images/FEMA_CAP/9099/615166/DSC_0066_d257df39-a059-4696-b008-896fb1d39a9b.jpg,True
199,s3://ladi/Images/FEMA_CAP/9073/613937/DSC_1868_8d389d63-4e7e-4e5a-bc58-857e24873794.jpg,True
200,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_1161_f7f3abea-1238-4978-8b5d-e06de382dff3.jpg,True
201,s3://ladi/Images/FEMA_CAP/9074/613807/DSC_0093_9a31bcbd-cedd-4f62-94a7-d96209f898cb.jpg,True
202,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_1567_a01dc957-9614-4650-a348-f14226640cfe.jpg,True
203,s3://ladi/Images/FEMA_CAP/9073/613538/DSC_1404_a47daae0-ad27-4c68-a464-496852b8dfce.jpg,True
204,s3://ladi/Images/FEMA_CAP/9073/613928/DSC_2315_407dff93-ef24-4353-a5e3-870cfcd47536.jpg,True
205,s3://ladi/Images/FEMA_CAP/9073/613828/020_3009_18097ba6-0592-4ddb-8ace-3818451b5058.jpg,True
206,s3://ladi/Images/FEMA_CAP/9073/613547/DSC_3530_b86fd0ed-5f32-47e0-8a09-1a834456deaf.jpg,True
207,s3://ladi/Images/FEMA_CAP/9075/614088/A0074_V__4ac0a651-54bf-4043-8020-8b0113ba60fd.jpg,True
