,uuid,timestamp,gps_lat,gps_lon,gps_alt,file_size,width,height,s3_path,url
19898,2b2a88a0d01876d9772c1ff107cadd74a681e696,2017-09-18 11:42:14,24.6264633333333,-81.41046,292.0,6403281.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9074/613833/DSC_1764_decfb6fe-d700-4228-8114-8155044ed27b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613833/DSC_1764_decfb6fe-d700-4228-8114-8155044ed27b.jpg
24345,fa642171cda5872af2f7bf45e2ac7d3a14449ad1,2017-09-26 13:17:46,18.260085,-65.64672,350.0,7490924.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614001/A0027-98_aea136b3-4b81-44ab-bdbb-5a799c3ac6c1.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614001/A0027-98_aea136b3-4b81-44ab-bdbb-5a799c3ac6c1.jpg
26247,23ffca07f9862abde063f4aa7793a1495b4454e1,2017-10-04 16:40:42,18.249441666666698,-65.6309233333333,440.0,4240291.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614045/A0085_AP_e72b55c3-d19a-4c3f-b095-60e6fa1234a4.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614045/A0085_AP_e72b55c3-d19a-4c3f-b095-60e6fa1234a4.jpg
26749,7719eef8cdeb30e5e663af855012534f1f93c7a4,2016-03-16 16:16:47,30.446386666666697,-90.9796433333333,389.0,7331352.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/2024/100502/010_1484_7b040877-5756-4f69-b03b-3f5c6cc763a7.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/2024/100502/010_1484_7b040877-5756-4f69-b03b-3f5c6cc763a7.jpg
27497,559f9e5e3d071375f63f32de739412521b20ee4c,2017-10-19 14:16:34,18.191745,-66.5788633333333,1249.0,4562503.0,3600.0,2400.0,s3://ladi/Images/FEMA_CAP/9075/614147/A0032_AP_1d2d9149-f875-469b-885c-30939fd0448d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614147/A0032_AP_1d2d9149-f875-469b-885c-30939fd0448d.jpg
34645,1169971e3b16855f2c7f112d695e852614f02f88,2017-09-07 10:58:56,28.883540000000004,-95.471295,300.0,8614526.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613947/DSC_1336_c976f735-e53a-4258-8612-3c01b4fdd27e.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613947/DSC_1336_c976f735-e53a-4258-8612-3c01b4fdd27e.jpg
37734,9223d24f92a41f6e2e0294b1fefaacabac5b7312,2017-09-02 16:22:22,29.628536666666697,-95.9775783333333,365.0,9294271.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613560/DSC_0587_d5a88203-c4a8-4514-ad53-c40cd965f4b2.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613560/DSC_0587_d5a88203-c4a8-4514-ad53-c40cd965f4b2.jpg
38377,c5b14d9f83a100d8b9c70fd2a6787e95f6038377,2017-09-07 11:02:35,28.8691866666667,-95.47147333333331,385.0,7966019.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613947/DSC_1448_9f93645c-e2e7-41d8-b9a5-10cffaafb8a2.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613947/DSC_1448_9f93645c-e2e7-41d8-b9a5-10cffaafb8a2.jpg
45228,52eefe186cc1a32e3b78b6ce69731509dbd1698e,2017-09-01 20:10:44,29.631816666666698,-95.7426033333333,360.0,7910190.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613546/DSC_0879_26183966-8e83-4ab0-9fbe-0452575d939b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613546/DSC_0879_26183966-8e83-4ab0-9fbe-0452575d939b.jpg
47896,6d790430a0f7e36e5b64b7658128ab204d45ac51,2016-10-10 12:13:28,28.724459999999997,-80.84917,448.0,7605537.0,4928.0,3264.0,s3://ladi/Images/FEMA_CAP/3042/291530/DSC_0772_d2f4cb3a-32f5-4408-a6f6-f5f55882e367.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291530/DSC_0772_d2f4cb3a-32f5-4408-a6f6-f5f55882e367.jpg
53396,72244d410bd412aeac2d69b5d57e697444a9f4b2,2017-09-26 11:29:42,17.96294,-66.2569233333333,752.0,3296993.0,3216.0,2136.0,s3://ladi/Images/FEMA_CAP/9075/614004/A0019046_83877278-9e82-4b0f-9af8-03700e4139f3.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614004/A0019046_83877278-9e82-4b0f-9af8-03700e4139f3.jpg
55885,7ab1673462b777252fa6ba6905b6bfd17bcf99bc,2016-03-15 21:30:38,30.4571485519495,-90.11291027077499,331.88839941262796,6157805.0,4288.0,2930.0,s3://ladi/Images/FEMA_CAP/2024/100537/Bogue_Fa_28f48f00-9222-4675-80b6-fb3604d9812b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/2024/100537/Bogue_Fa_28f48f00-9222-4675-80b6-fb3604d9812b.jpg
58987,34e5aabae7ddc3ed601de607d423ee8396e21697,2017-09-26 15:34:55,17.975735,-66.20841,457.0,4044979.0,3216.0,2136.0,s3://ladi/Images/FEMA_CAP/9075/614006/A0020-09_01e9ec90-b27b-4288-8808-e88398a753b1.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614006/A0020-09_01e9ec90-b27b-4288-8808-e88398a753b1.jpg
64623,f13e6e87f3be137cafa18e61c1fc886ac7f4c31e,2016-08-14 11:14:24,30.554698333333302,-91.1196483333333,391.0,12219092.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/2024/221180/010_2469_ce8b6a16-7e73-4e05-addc-eaf99c60fa6d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/2024/221180/010_2469_ce8b6a16-7e73-4e05-addc-eaf99c60fa6d.jpg
67842,ebeb52c73c113f4499b3b42663d554806bab585b,2017-09-13 14:54:52,31.9423433333333,-81.0933566666667,365.0,5652272.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/9074/613722/DSC_0219_131ad039-08e5-4a82-8028-577c2225156c.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613722/DSC_0219_131ad039-08e5-4a82-8028-577c2225156c.jpg
69383,a1b204b9e8e6302ff8090d8b68be371710ee1100,2017-08-31 18:43:15,28.0122533333333,-97.1409183333333,936.0,12092823.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613574/A67_0966_2b9431ca-972a-4682-a06d-990948bb925d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613574/A67_0966_2b9431ca-972a-4682-a06d-990948bb925d.jpg
72284,33e0c1d6efe81fcc26fdf7f0ef4ff0d96c571384,2017-09-28 14:57:53,18.41496,-66.3740716666667,289.0,7710113.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614011/A0008AP-_3af50edf-30bb-4dcf-a20b-8be2f06119ad.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614011/A0008AP-_3af50edf-30bb-4dcf-a20b-8be2f06119ad.jpg
73104,58a04a493b20e924729b3659875dc47f72727e46,2017-08-31 18:53:37,27.877340000000004,-97.2459533333333,505.0,10390732.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613574/A67_1155_ca700bc7-7633-43e4-9164-c944f00e2a56.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613574/A67_1155_ca700bc7-7633-43e4-9164-c944f00e2a56.jpg
74298,7fe2a096645692f2e5a8853a6c11a470b77e992b,2017-10-05 12:43:49,18.4449033333333,-66.474685,475.0,5623041.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614052/A0145_AP_b334cc2a-25cb-410f-9ea5-9c06c9227bcc.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614052/A0145_AP_b334cc2a-25cb-410f-9ea5-9c06c9227bcc.jpg
82474,53abf6beaa6cb693fd279fc5003dbe309a451554,2017-09-08 18:59:41,27.924641666666698,-97.17000166666669,309.0,12700820.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613926/DSC_2348.JPG,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613926/DSC_2348.JPG
83281,759b2b4be6027659aa0b96a34ab4b0c588f0d6ac,2018-09-18 11:55:52,34.37426,-77.89388833333331,606.0,12093698.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9096/615035/DSC_0077_e09800e8-c3d0-475f-9be4-b9261f0241a7.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615035/DSC_0077_e09800e8-c3d0-475f-9be4-b9261f0241a7.jpg
87403,200847aa5b902f18738f0ecde225b43d8bede98c,2017-09-01 16:12:29,29.8684,-94.224975,282.0,9901207.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613577/DSC_0366_7d36ab6a-09f7-4d44-b63f-5ad1b383061c.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613577/DSC_0366_7d36ab6a-09f7-4d44-b63f-5ad1b383061c.jpg
88539,40302f56098e37e4ac5fd17ffc7e1a0f91165e23,2017-09-01 21:09:21,29.717463333333303,-95.0299516666667,329.0,7755030.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_0829_3ff17afe-ccd8-41dc-8a0a-b85011f549fe.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613548/DSC_0829_3ff17afe-ccd8-41dc-8a0a-b85011f549fe.jpg
98530,a7f90a9088177c45937074eee3299056d7da2fca,2018-09-19 16:48:32,34.2678316666667,-79.081475,474.0,8945005.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9096/615050/DSC_3598_262c0719-a55e-4a31-9fcd-36448e30aa96.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615050/DSC_3598_262c0719-a55e-4a31-9fcd-36448e30aa96.jpg
99618,902ca7de75d76f37febff760d8b2fa8c425b2577,2017-09-14 19:49:28,26.9795583333333,-82.2780266666667,352.0,6820212.0,4288.0,2848.0,s3://ladi/Images/FEMA_CAP/9074/613727/DSC_0176_b234f7a7-f1c3-4d79-b10b-4a663ece871b.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613727/DSC_0176_b234f7a7-f1c3-4d79-b10b-4a663ece871b.jpg
100391,f55ff3d1c5aa6172bb17b1a026a17e863cc3ccf0,2017-09-01 21:25:06,29.8069883333333,-95.0884766666667,327.0,11215117.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613548/DSC_1380_4ae4ef39-94b4-43b5-b621-79eef5c6b7fc.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613548/DSC_1380_4ae4ef39-94b4-43b5-b621-79eef5c6b7fc.jpg
102190,eaebd568094af65448dfeda0a4b1d0c3911f0ada,2017-09-08 14:09:28,30.023335,-93.9829633333333,338.0,14206690.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613899/DSC_3542_2d6301a0-7230-4409-a856-416ccb6c6263.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613899/DSC_3542_2d6301a0-7230-4409-a856-416ccb6c6263.jpg
110065,28229ed9f6e12a29574ee8c370b99b5bd1f6c366,2017-10-11 09:40:53,18.024031666666698,-67.09854,299.0,8275830.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614080/A0001_AP_99b544fa-5410-4e70-a929-bf4843135261.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614080/A0001_AP_99b544fa-5410-4e70-a929-bf4843135261.jpg
114065,27f49cd826578c070d67b87a349627574ddb645c,2017-09-13 15:44:04,26.1342542777778,-81.76995225,20.516,4492769.0,4000.0,3000.0,s3://ladi/Images/FEMA_CAP/9074/613731/DJI_0052_83cd901d-b9ac-4a37-8f5c-6aa8be2a5165.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613731/DJI_0052_83cd901d-b9ac-4a37-8f5c-6aa8be2a5165.jpg
115355,4e9b33e8758945c96f891e7741633b37f8982f09,2017-10-07 12:20:45,18.415036666666698,-66.4958783333333,397.0,7513711.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614056/A0113_AP_cca24f37-a81f-4e57-aa7e-2cbfef0ae0b2.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614056/A0113_AP_cca24f37-a81f-4e57-aa7e-2cbfef0ae0b2.jpg
115635,edc821fe918180c295dd3e67736a4b0dc71f5440,2017-10-07 12:18:46,18.4136983333333,-66.42943333333331,380.0,7161275.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614056/A0113_AP_db100f0b-ad0f-4cbe-9130-b316ed25c78d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614056/A0113_AP_db100f0b-ad0f-4cbe-9130-b316ed25c78d.jpg
116072,3613999dcf5d8f81f9d2c95f7077714248bf159e,2016-10-10 11:51:37,29.5713233333333,-81.15279833333331,548.0,8110446.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3042/291547/DSC_2160_b2635b02-26da-4283-976c-fd54047f9234.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291547/DSC_2160_b2635b02-26da-4283-976c-fd54047f9234.jpg
117175,51b410b01d241267c580a90969f9359c4062b3ba,2017-10-11 09:56:08,18.053835,-67.1266633333333,349.0,8769617.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614080/A0001_AP_fa7590ff-33d2-4413-bd19-92472326516d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614080/A0001_AP_fa7590ff-33d2-4413-bd19-92472326516d.jpg
120380,2f0aac4350da15890faa75d6154d70b8c754b524,2016-10-10 12:28:36,29.4780933333333,-81.1900666666667,454.0,7325054.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3042/291547/DSC_2577_57dfb7f9-15d9-45ed-9ecb-e27fa5cc6de6.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291547/DSC_2577_57dfb7f9-15d9-45ed-9ecb-e27fa5cc6de6.jpg
122538,0f3ac40b3caf1c9d40c01aefcd64100aa6d6c16c,2016-10-10 13:00:55,29.676070000000003,-81.3445966666667,469.0,7713298.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/3042/291547/DSC_2755_e36263fd-8bb4-4982-978e-8276ffa04cb0.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291547/DSC_2755_e36263fd-8bb4-4982-978e-8276ffa04cb0.jpg
124442,99e8958662a181d29e662c52772c555c37716e7d,2017-10-11 09:04:20,17.9572133333333,-67.1874316666667,343.0,8146749.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614080/A001_AP__b448a8bb-b100-4272-9bc8-65902e932dd3.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614080/A001_AP__b448a8bb-b100-4272-9bc8-65902e932dd3.jpg
125243,c3d02542eef82146cc57cb22b473fa93a25e8a5a,2018-09-23 15:23:09,33.83933,-79.30629499999999,599.0,12470724.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9096/615106/FLR_2021_87811c55-695a-4ed1-ade9-568637ad5dd7.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615106/FLR_2021_87811c55-695a-4ed1-ade9-568637ad5dd7.jpg
126100,d31cde1e0740e232b5a4c1c63bb2c65c01742db5,2017-09-05 16:25:45,29.755265,-95.32066,485.0,13176251.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613938/DSC_0449_4e67bae9-e04d-449c-8517-434244c4a6f5.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613938/DSC_0449_4e67bae9-e04d-449c-8517-434244c4a6f5.jpg
126316,ec229e73cefd55a39c52abede1b7b7d73cf05ef6,2017-09-08 16:21:30,27.6165883333333,-97.2110583333333,292.0,11489553.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613927/DSC_0445_0f15d201-97ef-49ec-aa1a-61eaaf0199a7.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613927/DSC_0445_0f15d201-97ef-49ec-aa1a-61eaaf0199a7.jpg
131856,a01541c5c0998fe8ca8e2ee181bcdbc428a46767,2017-09-08 13:16:40,30.0017716666667,-94.1242083333333,288.0,15996120.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613887/DSC_2086_d2d261d8-85dc-4f26-b68a-e5c41f92af6d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613887/DSC_2086_d2d261d8-85dc-4f26-b68a-e5c41f92af6d.jpg
142093,d1e5b1e5747480984f7a27ba5c9a047e78a5bb7b,2017-10-11 10:42:31,18.2667583333333,-66.916535,674.0,6560569.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614082/A0019_AP_b9074034-3e5a-4c7e-8721-db617f083635.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614082/A0019_AP_b9074034-3e5a-4c7e-8721-db617f083635.jpg
145621,ee70297ae52a967e70d39a232dbca6a089d03e2d,2017-10-11 16:35:17,18.474348333333303,-66.3028566666667,413.0,7597721.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614085/A0053_AP_25f7af06-7ad6-4eac-8b0d-62688662693d.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614085/A0053_AP_25f7af06-7ad6-4eac-8b0d-62688662693d.jpg
150001,b1a425796f3e030f1e623f4211e7c3d9b3645f86,2017-09-08 19:33:56,27.730066666666698,-97.1452483333333,950.0,12693298.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613928/DSC_0922_78b3a5cd-bf96-4f09-9f40-4baabf4f9fa9.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613928/DSC_0922_78b3a5cd-bf96-4f09-9f40-4baabf4f9fa9.jpg
152687,d65da068e0f85e6037511d6e878c6c75bd8c0c70,2017-10-08 12:53:10,17.97113,-66.418515,303.0,6985325.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614061/A0142_AP_321f048c-9503-4ac7-a41e-7c3a74e318ad.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614061/A0142_AP_321f048c-9503-4ac7-a41e-7c3a74e318ad.jpg
160198,f474592ad0ac56dd1ade611db9ad6f6a4c26c7ce,2016-10-09 14:54:08,28.2077216666667,-80.73734,488.0,7350163.0,4928.0,3264.0,s3://ladi/Images/FEMA_CAP/3042/291499/DSC_0599_7b1b92ae-12a8-4574-884c-f1c6dac08a91.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291499/DSC_0599_7b1b92ae-12a8-4574-884c-f1c6dac08a91.jpg
160890,6040fb755c71fca90bd979931bf862cc8cea2fee,2017-09-14 13:12:57,26.2956597777778,-81.57925552777779,38.951,4736160.0,4000.0,3000.0,s3://ladi/Images/FEMA_CAP/9074/613733/DJI_0135_5586e9fb-bfea-4fa9-801f-293cb11289b0.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613733/DJI_0135_5586e9fb-bfea-4fa9-801f-293cb11289b0.jpg
161429,c97c12bda2e6da57e2849d1a63cffa8511815f51,2017-09-08 20:21:52,27.6079816666667,-97.195685,269.0,11984511.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613928/DSC_2065_d1900e25-b7e6-498d-8005-e25a7bb9c045.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613928/DSC_2065_d1900e25-b7e6-498d-8005-e25a7bb9c045.jpg
162517,5723fc9e2153aea07a6aa880c020189331d8ece1,2016-10-09 12:48:14,28.1732683333333,-80.6827983333333,470.0,7167691.0,4928.0,3264.0,s3://ladi/Images/FEMA_CAP/3042/291499/DSC_9970_6a2ae927-77b3-4540-86a1-1acc8ac7ca82.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291499/DSC_9970_6a2ae927-77b3-4540-86a1-1acc8ac7ca82.jpg
165236,8b360f001b3ef41d02180c3132e04ddd1b3e797b,2017-09-05 15:13:41,30.098834999999998,-93.7119333333333,277.0,4246533.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9073/613931/010_0082_458c0d4a-ffab-445c-ba5f-dfc6e9831796.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613931/010_0082_458c0d4a-ffab-445c-ba5f-dfc6e9831796.jpg
165581,686e6f05635f04cde080cbb5d8a9b5758af4f558,2017-10-09 11:17:58,18.4151066666667,-66.2363316666667,347.0,7620050.0,4496.0,3000.0,s3://ladi/Images/FEMA_CAP/9075/614066/A0007_AP_5d0d027d-200a-4f54-956e-64817267b521.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614066/A0007_AP_5d0d027d-200a-4f54-956e-64817267b521.jpg
166797,8b776cc144d2e50361ca0889c49bbf3dbbd9e471,2017-09-01 21:44:33,30.0847366666667,-94.1015,452.0,10774453.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9073/613549/DSC_0634_876584df-d0ad-4d5c-954d-601ff7697e99.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613549/DSC_0634_876584df-d0ad-4d5c-954d-601ff7697e99.jpg
169578,81ee65b01a96780d8bfa6d5bf917aca9a5a0e592,2018-09-26 17:04:15,34.217290000000006,-77.9803016666667,826.0,10961268.0,6000.0,4000.0,s3://ladi/Images/FEMA_CAP/9096/615121/183_1d14f6c9-b38d-4b41-b52c-f81b16031184.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615121/183_1d14f6c9-b38d-4b41-b52c-f81b16031184.jpg
172149,88d779fc94733a51583f02fd31ee29d1323cd010,2018-09-27 15:27:59,33.894975,-78.88000277777779,659.0,3485100.0,4608.0,3456.0,s3://ladi/Images/FEMA_CAP/9096/615123/ChrisPet_5af9a1e6-76df-4385-9119-a0610d84733a.jpg,https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615123/ChrisPet_5af9a1e6-76df-4385-9119-a0610d84733a.jpg
